grid_id,district,deficit_class,n_required_categories_missing_15min,food_missing,healthcare_missing,education_missing,A_food_groceries_access_15min,B_healthcare_access_15min,C_education_access_15min,cycling_required_accessible_count,n_still_missing_with_cycling,closure_status
GRID_05132,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05133,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05134,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05135,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05136,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05137,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05138,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05139,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05140,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05141,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05142,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05143,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05144,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05145,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05146,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05147,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05148,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05149,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05150,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05151,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05152,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05153,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05154,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05155,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05156,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05157,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05158,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05159,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05160,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05161,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05162,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05163,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05164,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05165,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05166,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05167,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05168,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05169,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05170,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05171,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05172,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,False,False,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05173,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,False,False,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05174,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05175,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05176,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05177,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05178,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05179,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05180,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05181,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05182,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05183,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05184,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05185,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05186,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05187,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05188,Silivri,HEALTHCARE_DEFICIT,1,False,True,False,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05189,Silivri,MULTI_SERVICE_DEFICIT,2,False,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05190,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05191,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05192,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05193,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05194,Silivri,MULTI_SERVICE_DEFICIT,2,True,True,False,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05195,Silivri,MULTI_SERVICE_DEFICIT,2,True,True,False,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05196,Silivri,MULTI_SERVICE_DEFICIT,2,True,True,False,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05197,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05198,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05199,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05200,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05201,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,False,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05202,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05203,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05204,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05205,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05206,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05207,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05208,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05209,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05210,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05211,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05212,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05213,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05214,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05215,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05216,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05217,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05218,Silivri,MULTI_SERVICE_DEFICIT,2,True,True,False,False,False,True,1,2,UNCHANGED_BY_CYCLING
GRID_05219,Silivri,MULTI_SERVICE_DEFICIT,2,True,True,False,False,False,True,1,2,UNCHANGED_BY_CYCLING
GRID_05220,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05221,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05222,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05223,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05224,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05225,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05226,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05227,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05228,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05229,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05230,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05231,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05232,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05233,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05234,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05235,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05236,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05237,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05238,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05239,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05240,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05241,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05242,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05243,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05244,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05245,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05246,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05247,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05248,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05249,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05250,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05251,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05252,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05253,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05254,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05255,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05256,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05257,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05258,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05259,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05260,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05261,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05262,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,False,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05263,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,False,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05264,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,False,False,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05265,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,False,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05266,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,False,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05267,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,False,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05268,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,False,False,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05269,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05270,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05271,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05272,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05273,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05274,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05275,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05276,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05277,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05278,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05279,Silivri,HEALTHCARE_DEFICIT,1,False,True,False,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05280,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05281,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05282,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05283,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05284,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05285,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05286,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05287,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05288,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05289,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05290,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05291,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,True,2,1,PARTIALLY_CLOSED_BY_CYCLING
GRID_05292,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,True,False,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05293,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05294,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05295,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05296,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05297,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05298,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05299,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05300,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05301,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05302,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05303,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05304,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05305,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05306,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05307,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05308,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05309,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05310,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05311,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05312,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05313,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05314,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05315,Silivri,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05316,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05317,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05318,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05319,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05320,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05321,Çatalca,FOOD_DEFICIT,1,True,False,False,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05324,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05325,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05326,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05327,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,True,1,2,PARTIALLY_CLOSED_BY_CYCLING
GRID_05328,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,True,True,True,3,0,FULLY_CLOSED_BY_CYCLING
GRID_05329,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05330,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05331,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05332,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05333,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05334,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05335,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05336,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05337,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
GRID_05338,Çatalca,MULTI_SERVICE_DEFICIT,3,True,True,True,False,False,False,0,3,UNCHANGED_BY_CYCLING
